Parallax,"""星察"""
Maggor Towsun Armorn Bundle,"""夏至玛戈护甲包"""
The Sacrifice Collection,"""牺牲组合包"""
Umbra Armor,"""Umbra护甲"""
Umbra Kavat Armor,"""Umbra库娃护甲"""
Umbra Kubrow Armor,"""Umbra库狛护甲"""
Nikana Dax Skin,"""侍刃禁卫外观"""
Orvius Dax Skin,"""灵枢禁卫外观"""
Dax Syandana,"""禁卫披饰"""
Dax Portrait,"""禁卫肖像"""
Slayer,"""戮杀者"""
Ymir-Form Gemini Nikana Sheath,"""侍刃霜巨人双子刀鞘"""
Surt-Form Gemini Nikana Sheath,"""侍刃火巨人双子刀鞘"""
Tactical Alert:Hyena Facility,"""战术警报：鬣狗生产设施"""
Tactical Alert:Shifting Sands,"""战术警报：流沙"""
Tactical Alert:Cold Revenge,"""战术警报：冰冷复仇"""
Tactical Alert:Pack Mentality,"""战术警报：团体意识"""
Tactical Alert:Toxic Terrors,"""战术警报：毒性恐惧"""
Tactical Alert:Fleet Footed,"""战术警报：健步如飞"""
Tactical Alert:Fight or Flight,"""战术警报：战斗或逃跑"""
Tactical Alert:Overtake,"""战术警报：奇袭"""
Tactical Alert:Phoenix Intercept,"""战术警报：凤凰拦截行动"""
Infested Corpus,"""Lephantis（Corpus头）"""
Infested Grineer,"""Lephantis（Grineer 头）"""
Ancient Infested,"""Lephantis（远古头）"""
Infested Grineer,"""Lephantis（Grineer头）"""
Event Emblems,"""活动徽章"""
Sekhara,"""饰冠"""
Asita Rakta Syandana,"""隐士绯红披饰"""
Jordas Sekhara,"""Jordas饰冠"""
Invati Sekhara,"""义恩瓦提饰冠"""
Aseron Sekhara,"""艾瑟伦饰冠"""
Sevati Sekhara,"""纯洁饰冠"""
Disciple's Emblem,"""门徒徽章"""
Hunter's Emblem,"""巡猎者徽章"""
Master's Emblem,"""大师徽章"""
Grand Master's Emblem,"""大宗师徽章"""
Ki'Teer Sekhara,"""Ki'Teer饰冠"""
Kuria Emblem,"""库利亚猫神器徽章"""
Solstice Conclave Emblem,"""冬至武形秘仪徽章"""
Ancient,"""远古"""
Healing,"""治疗"""
Umbra Mod,"""Umbra系列MOD"""
Exalted Umbra Blade,"""显赫刀剑Umbra"""
Controls,"""控制"""
Gameplay,"""玩法"""
Chat,"""聊天"""
Interface,"""界面"""
Display,"""显示"""
Audio,"""音频"""
Legacy Color Palettes,"""传统调色盘"""
Cryogenic Leakage,"""冷却液泄漏"""
Bullet Jump,"""旋身飞跃"""
Bow Mods,"""弓MOD"""
Fire Rate Mods,"""射速MOD"""
PvP Mods,"""PvP用MOD"""
Accuracy Mods,"""精准度MOD"""
Damage Mods,"""伤害MOD"""
Nidus Phryke Skin,"""Nidus恐惧神外观"""
Helminth Charger Metus Skin,"""Helminth疾冲者米图斯外观"""
Deimos Claw Skin,"""德莫斯爪外观"""
Nidus Phryke Collection,"""Nidus恐惧神组合包"""
Metus Kubrow Armor,"""米图斯库狛护甲"""
Nosos Syandana,"""恶疾披饰"""
Acolyte Mods,"""追随者MOD"""
Mimic,"""拟态者"""
Gara Silica Helmet,"""Gara石英头盔"""
Nekros Ion Helmet,"""Nekros离子头盔"""
Deluxe Weapon Skins,"""华丽武器外观"""
Excalibur Exaltation Skin,"""Excalibur晋升外观"""
Excalibur Ronin Skin,"""Excalibur浪人外观"""
Chroma Thyrus Skin,"""Chroma酒神杖外观"""
Chroma Graxx Skin,"""Chroma G之外观"""
Loki Erebus Skin,"""Loki厄瑞波斯外观"""
Loki Kodama Skin,"""Loki木灵外观"""
Mag Ferro Skin,"""Mag铁磁外观"""
Mesa Marlet Skin,"""Mesa玛蕾特外观"""
Nova Corpra Skin,"""NovaC之船员外观"""
Nyx Aurelia Skin,"""Nyx奥蕾丽亚外观"""
Oberon Blade of the Lotus Skin,"""Oberon Lotus之剑外观"""
Rhino Blade of the Lotus Skin,"""Rhino Lotus之剑外观"""
Rhino Scarab Sect Skin,"""Rhino甲虫外观"""
Trinity Blade of the Lotus Skin,"""Trinity Lotus之剑外观"""
Volt Fulgursor Skin,"""Volt 闪电外观"""
Zephyr Strafe Skin,"""Zephyr 猛烈轰炸外观"""
Dero Sword Skin,"""长剑迪若外观"""
Diva Polarm Skin,"""长柄武器歌姬外观"""
Kilzorath Heavy Blade Skin,"""巨刃天剑外观"""
Magesty Galatine Skin,"""迦伦提恩威严外观"""
Magesty Orthos Skin,"""欧特鲁斯威严外观"""
Mithra Heavy Blade Skin,"""巨刃密特拉外观"""
Phorcys Polearm Skin,"""长柄武器福耳库斯外观"""
Skana ARIT Skin,"""空刃元数外观"""
Hammer Ogun Skin,"""战锤铁神外观"""
Jat Kittag Noxius Hammer Skin,"""喷射战锤染毒外观"""
Longsword Eisen Skin,"""长剑铸铁外观"""
Lympharis Polearm Skin,"""长柄武器水闪蝶外观"""
Polearm Aphria Skin,"""长柄武器艾菲亚外观"""
Liset Protege Skin,"""Liset门徒外观"""
Ak-Sura Syandana,"""阿卡苏拉披饰"""
Despot Cape,"""暴君披饰"""
Due Volpi Syandana,"""双卷披饰"""
Mirtha Syandana,"""密特拉披饰"""
Mushussu Syandana,"""怒蛇披饰"""
Sovereign Syandana,"""主权披饰"""
Icarius Syandana,"""伊卡洛斯披饰"""
Kunshu Syandana,"""君主披饰"""
Seraphim Syandana,"""炽天使披饰"""
Shurihoshi Syandana,"""秽星手里剑披饰"""
Sildarg Syandana,"""赛卓格披饰"""
Sydeko Syandana,"""赛迪科披饰"""
Prisma Excalibur Bundle,"""棱晶Excalibur组合包"""
Primed Quickdraw,"""持续火力Prime"""
Nocturne Weapon Skin Collection,"""夜景武器外观组合包"""
Kintsugi Weapon Skin Collection,"""金继武器外观组合包"""
Spektaka Liset Skin,"""Liset华丽演出外观"""
Spektaka Color Palette,"""华丽演出调色板"""
Prominence Sigil,"""名望纹章"""
Clan Emblem,"""氏族徽章"""
Maximized Ability Duration,"""技能持续时间最大化"""
Offering,"""商品"""
completed,"""完成"""
Vomvalyst Bloom Summon,"""召唤夜灵之花"""
Vomvalyst,"""夜灵轰击使"""
Warlords,"""军阀"""
Vauban Citadel Skin,"""Vauban城塞外观"""
Marquis Sugatra,"""侯爵坠饰"""
Mortier Heavy Blade Skin,"""莫迪尔巨刃外观"""
Phased Skins,"""相位系列外观"""
Kin,"""情同手足"""
Trusted,"""受到信任"""
Visitor,"""访客"""
Offworlder,"""异世者"""
Mistral,"""西北风"""
Tempest,"""暴风"""
Hurricane,"""飓风"""
Typhoon,"""台风"""
Domus Syandana,"""家宅披饰"""
Prisma Uru Syandana,"""棱晶乌鲁披饰"""
Anpu Sugatra,"""安普坠饰"""
Ki'Teer Sugatra,"""Ki'Teer坠饰"""
Prisma Yamako Syandana,"""棱晶山越披饰"""
Ki'Teer Diax Syandana,"""Ki'Teer大亚披饰"""
Ki'Teer Razza Syandana,"""Ki'Teer类种披饰"""
Ki'Teer Solstice Syandana,"""Ki'Teer冬至披饰"""
Ki'Teer Syandana,"""Ki'Teer披饰"""
Dragon Mod Pack,"""恶龙MOD包"""
Falcon Mod Pack,"""猎鹰MOD包"""
Pedestal Prime,"""基座Prime"""
Ki'Teer Tribute Glyph,"""Ki'Teer致敬浮印"""
Frame Fighter,"""战甲霸王"""
Impact Damage,"""冲击伤害"""
Fire Damage,"""火焰伤害"""
Blast,"""爆炸"""
Hawk Mod Pack,"""苍鹰MOD包"""
Eagle Mod Pack,"""金鹰MOD包"""
Phoenix Mod Pack,"""凤凰MOD包"""
Tomb Guardian,"""古墓保卫者"""
Tomb Protector,"""古墓捍卫者"""
Tomb Protector Effigy,"""古墓捍卫者巨像"""
Anspatha Brace,"""安斯帕萨曲柄"""
Phahd Scaffold,"""法得支架"""
Phahd Scaffold (Gilded),"""法得支架（镀金）"""
Rahn Prism,"""染棱镜"""
Cantic Prism,"""堪提克棱镜"""
Lega Prism,"""勒咖棱镜"""
Klamora Prism,"""克拉莫阿棱镜"""
Rahn Prism (Gilded),"""染棱镜（镀金）"""
Cantic Prism (Gilded),"""堪提克棱镜（镀金）"""
Lega Prism (Gilded),"""勒咖棱镜（镀金）"""
Klamora Prism (Gilded),"""克拉莫阿棱镜（镀金）"""
Exard Scaffold,"""艾克萨德支架"""
Dissic Scaffold,"""迪斯克支架"""
Propa Scaffold,"""普洛帕支架"""
Exard Scaffold (Gilded),"""艾克萨德支架（镀金）"""
Dissic Scaffold (Gilded),"""迪斯克支架（镀金）"""
Propa Scaffold (Gilded),"""普洛帕支架（镀金）"""
Suo Brace,"""梭曲柄"""
Plaga Brace,"""普拉咖曲柄"""
Certus Brace,"""瑟图斯曲柄"""
Teralyst,"""兆力使"""
Gantulyst,"""巨力使"""
John Prodman,"""约翰·跑得慢"""
Spectral Tide Glyph,"""光谱浪潮浮印"""
Guiding Rose Glyph,"""指路玫瑰浮印"""
Unaffiliated,"""无所属派系"""
Neutral,"""中立派系"""
Blueprints Requiring Circuits,"""需要电路的蓝图"""
Gathering Tips,"""收集技巧"""
Blueprints Requiring Alloy Plate,"""需要合金板的蓝图"""
fishing,"""捕鱼"""
Kavat Incubator Upgrade Segment,"""库娃孵化器升级模块"""
Modifiers,"""改造"""
The Executioners,"""行刑者"""
Rewards,"""奖励"""
Vauban Citadel Collection,"""Vauban城塞组合包"""
Prisma Twin Gremlins,"""棱晶双子小精灵"""
Kavat Gene-Masking Kits,"""库娃基因伪装包"""
Phantasma,"""幻离子"""
The Index Preview,"""指数之场预览"""
Sling Stone Emblem,"""机弦徽章"""
Clan Tier Multiplier,"""氏族规模倍率"""
Dargyn Pilot,"""轻型艇飞行员"""
Ashen Kuaka,"""灰白库阿卡"""
Pharoma,"""芳香信息素"""
Luminos Dye,"""光亮染料"""
Void Beam,"""虚空射线"""
Alloy Drum,"""合金桶"""
Argon Pegmatite,"""氩结晶岩"""
Arid Blunt,"""沙漠便携掩体"""
Cell Array,"""电池阵列"""
Compacted Salvage,"""压缩过的回收金属"""
Drekar Blunt,"""龙舰便携掩体"""
Death Orb,"""死亡宝珠"""
The Pyrus Project,"""烈焰计划"""
Pyrus Essence,"""烈焰精华"""
Pyrus Essence Carrier,"""烈焰精华搬运者"""
Relay Strut Component,"""中继站结构组件"""
Trembera Essence,"""战栗精华"""
General Sargus Ruk,"""Sargas Ruk将军"""
Noggle,"""摇头娃娃"""
Riven Mod,"""裂罅MOD"""
Update 23,"""更新23"""
Weapon Skins,"""武器外观"""
Cascade Bomb,"""串接炸弹"""
limbs,"""弓臂"""
Arch-melee,"""Archwing近战"""
Magnum Mambo,"""重炮曼波"""
Zylok,"""席尔火枪"""
Destreza Finesse Pack,"""手腕技巧包"""
Destreza Finesse Bundle,"""手腕技巧包"""
Beryl Antitoxin,"""绿宝石解毒剂"""
Citrine Antitoxin,"""黄水晶解毒剂"""
Vermillion Antitoxin,"""辰砂解毒剂"""
Lapis Antitoxin,"""天青石解毒剂"""
Loki Pack,"""Loki包"""
Volt Value Pack,"""Volt超值包"""
Enveloping Cloud,"""包覆游云"""
Accumulating Whipclaw,"""蓄积长鞭"""
Conductor,"""指挥家"""
Mending Splinters,"""治愈玻片"""
Mirage Immortal Skin,"""Mirage不朽外观"""
Prisma Koi Sentinel Tail,"""棱晶锦鲤尾部"""
Ki'Teer Atmos Diadem,"""Ki'Teer大气权冠"""
Nexus Gene-Masking Kit,"""纳瑟斯基因伪装包"""
Sands of Inaros Bundle,"""Inaros之沙组合包"""
Abrasys Syandana,"""磨蚀披饰"""
Okina Master Pack,"""宗师翁组合包"""
Kuva Cord,"""赤毒绳结"""
The Silver Grove Bundle,"""落银树庭组合包"""
Anyocorp Reclamation Unit Noggle Pack,"""Anyo企业回收部队摇头娃娃包"""
Noggle Statue,"""摇头娃娃"""
Anyocorp Investor Relations Noggle Pack,"""Anyo企业投资人关系部摇头娃娃包"""
Anyocorp Trading Group Noggle Pack,"""Anyo企业贸易组摇头娃娃包"""
Anyocorp Claims Investigation Noggle Pack,"""Anyo企业索赔调查队摇头娃娃包"""
Immovable,"""不动如山"""
Elytron Ultimatum Bundle,"""Elytron最后通牒组合包"""
Equinox Mega Pack,"""Equinox超级组合包"""
Grineer Assault,"""Grineer突击组合包"""
Itzal Raider Pack,"""Itzal袭击者组合包"""
Jordas Syandana Pack,"""Jordas披饰组合包"""
Opulas Robe,"""奥普洛斯礼袍"""
Igaro Syandana,"""伊卡洛披饰"""
Limbo Bundle,"""Limbo组合包"""
Liset Athari Skin,"""Liset余烬外观"""
Nezha Empyrean Skin,"""Nezha九霄外观"""
Nezha Empyrean Collection,"""Nezha九霄组合包"""
Buzhou Syandana,"""不周披饰"""
Teng Dagger Skin,"""飞腾匕首外观"""
What Remains,"""那些残留的"""
Videos,"""影音资料"""
Duplex Fire,"""双发"""
Gram Prime,"""格拉姆Prime"""
Rubico Prime,"""绝路Prime"""
The Old War,"""远古之战"""
Enthrall,"""奴役意志"""
Mesmer Skin,"""催眠外表"""
Reave,"""精华掠夺"""
Danse Macabre,"""死亡之舞"""
Nidus Collection,"""Nidus组合包"""
Nyx Pack,"""Nyx包"""
3-Day Credit Booster,"""现金加成（3天）"""
7-Day Credit Booster,"""现金加成（7天）"""
30-Day Credit Booster,"""现金加成（30天）"""
3-Day Affinity Booster,"""经验值加成（3天）"""
7-Day Affinity Booster,"""经验值加成（7天）"""
30-Day Affinity Booster,"""经验值加成（30天）"""
Adi Holster Collection,"""艾迪近战收纳组合包"""
Octavia Collection,"""Octavia组合包"""
Mirage Bundle,"""Mirage组合包"""
Stay Frosty Pack,"""停滞冷冻包"""
Poisonous Attitude Pack,"""剧毒姿态包"""
Poison Attitude Pack,"""剧毒姿态包"""
Arcane Helmets,"""秘奥头盔"""
April Fools,"""愚人节"""
Grate Prime,"""铁格栅Prime"""
Ranged,"""远程"""
Primed Charged Shell,"""充电弹头Prime"""
Taxon Desert-Camo Skin,"""塔克桑沙漠迷彩外观"""
Paladin Bundle,"""圣骑士组合包"""
Female Warframe Pack,"""女性Warframe组合包"""
Huntress Bundle,"""女猎手组合包"""
Salix Syandana,"""柳树披饰"""
Brawler Bundle,"""斗争者组合包"""
Dead Silence Pack,"""死寂组合包"""
Gunslinger Bundle,"""神枪手组合包"""
Femme Fatale Pack,"""蛇蝎美人组合包"""
Update 10 Mega Bundle,"""更新10综合包"""
Dragon Bundle,"""龙骑组合包"""
Harrow Collection,"""Harrow组合包"""
Nave Syandana,"""中殿披饰"""
Endura Collection,"""三叶坚韧组合包"""
Broca Syandana,"""布洛卡披饰"""
Nidina Armor,"""尼迪纳护甲"""
Guandao Collection,"""关刀组合包"""
Ballistic Blades Bundle,"""刀刃弹道组合包"""
Secura Syandana,"""保障披饰"""
Vaykor Syandana,"""勇气披饰"""
Sancti Syandana,"""圣洁披饰"""
Rakta Syandana,"""绯红披饰"""
Telos Syandana,"""终极披饰"""
Celestia Syandana,"""天文披饰"""
Infestation Outbreaks,"""Infested爆发"""
Twitch Prominence Bundle,"""Twitch名望包"""
Jade Axa Bundle,"""翡翠Axa组合包"""
Bounty of the Lotus,"""Lotus的慷慨"""
Razor Gunplay Bundle,"""剃刀枪战组合包"""
Embolist Collection,"""安柏勒斯组合包"""
Embolist armor,"""安柏勒斯护甲"""
Embolist Armor,"""安柏勒斯护甲"""
Tentacyst accessory,"""囊须坠饰"""
Tentacyst Sugatra,"""囊须坠饰"""
Pistoleer Special,"""手枪控包"""
Forged Artistry Bundle,"""武器锻造工艺组合包"""
Forged Artistry Weapon Pack,"""武器锻造工艺组合包"""
Maggor Syandana,"""玛戈披饰"""
Supreme Soma Set,"""至尊月神组合包"""
Echoes Syandana Pack,"""回音披饰包"""
Izvara Syandana,"""自在披饰"""
Vanquished Banner,"""战败旗帜"""
Nelumbo Syandana,"""莲花披饰"""
Udyat Syandana,"""乌加特披饰"""
Female Helmet Pack,"""女性头盔组合包"""
Male Helmet Pack,"""男性头盔组合包"""
Moth Syandana Pack,"""飞蛾披饰包"""
Bombyx Syandana,"""家蚕披饰"""
Foxglove Syandana,"""毛地黄披饰"""
Samia Syandana,"""眉纹天蚕蛾披饰"""
Display Pack,"""展示图组合包"""
Corpus Walker,"""Corpus步行者"""
Transmutation core,"""转换核心"""
Double Affinity Weekend Pack,"""双倍经验周末包"""
Swarmer Detron,"""蜂群德特昂"""
Mask of the Lost One,"""迷失者的面具"""
Update 12 Mega Bundle,"""更新12超级组合包"""
Overheat,"""过热"""
Antiserum Injector Fragments,"""抗血清注射器的碎片"""
Infested Spore,"""感染孢子"""
Esophage,"""吞噬者"""
Cyan Ayatan Star,"""阿耶檀识青蓝星"""
Amber Ayatan Star,"""阿耶檀识琥珀星"""
Arcane Boiler,"""秘奥痈裂者"""
Breeding Grounds Badge,"""清巢行动徽章"""
Primed Expel Corpus,"""驱逐CorpusPrime"""
Primed Expel Corrupted,"""驱逐堕落者Prime"""
Primed Expel Infested,"""驱逐InfestedPrime"""
Primed Expel Grineer,"""驱逐GrineerPrime"""
Grineer Settlement Reactor Scene,"""Grineer居住点反应炉场景"""
Lua's Nursery Scene,"""月球苗圃场景"""
Corpus Ice Planet Wreckage Scene,"""Corpus冰封星球残骸场景"""
Hunhow's Datascape Scene,"""Hunhow的数据景观场景"""
Corpus Gas City Conduit Scene,"""Corpus集气城市管道场景"""
Harrow's Temple Scene,"""Harrow的神庙场景"""
Infested Ship Bridge Scene|,"""Infested舰桥场景"""
Grineer Shipyards Manufactory Scene,"""Grineer造船厂场景"""
Pupacyst,"""毒囊骨茧"""
Falcor,"""猎鹰轮"""
Zastra Dual Dagger Skin,"""札斯塔双持匕首外观"""
Kludgekil Machete Skin,"""杂组残杀者马谢特砍刀外观"""
Silver Grove Shrine Scene,"""落银树庭圣所场景"""
Lua Containment Scene,"""月球力场场景"""
Hunhow’s Chamber Scene,"""Hunhow的室内场景"""
Kuva Throne Scene,"""赤毒王座场景"""
Mycona Colony Scene,"""Mycona殖民地场景"""
Chamber of the Lotus Scene,"""Lotus的室内场景"""
Sanctuary Conduit Scene,"""圣殿喷泉场景"""
Ambush,"""幽灵伏击"""
Energy Generator,"""能量产生器"""
Paracesis,"""心智之殁"""
The Man in The Wall,"""墙中人"""
Personal Quarters,"""个人居住模块"""
Void Blast,"""虚空爆裂"""
Operator Cosmetics,"""指挥官外观"""
Masks,"""面具"""
Armors,"""护甲"""
Chimera Prologue,"""虚妄嵌合序言"""
Sharpshooter,"""神射手"""
Cautious Shot,"""谨慎射击"""
Power Donation,"""献出力量"""
Vigorous Swap,"""强力切换"""
Rolling Guard,"""翻滚防护"""
Adaptation,"""适应"""
Arbitrations,"""仲裁"""
Arbitration,"""仲裁"""
Courier,"""运输船"""
Revenant Vania Helmet,"""Revenant瓦尼亚头盔"""
Spektaka Sugatra,"""华丽演出坠饰"""
Spektaka Prime Syandana,"""华丽演出Prime披饰"""
Wall Run,"""壁面蹬冲"""
Calavera Glyph,"""骷髅头浮印"""
Sacred Vessel,"""神圣容器"""
Carrion Charger,"""腐肉疾冲者"""
Hyena LN2,"""鬣狗液氮"""
Hyena Pb,"""鬣狗铅"""
Hyena Th,"""鬣狗钍"""
Hyena Ng,"""鬣狗硝酸"""
Ogma Elite,"""精英欧格玛"""
Aim Glide,"""飞身瞄准"""
Nightwatch Lancer,"""夜巡者枪兵"""
Decaying Conculyst,"""腐坏震荡使"""
Nightwatch Bombard,"""夜巡轰击者"""
Reaver,"""掠夺者"""
Tar Mutalist MOA,"""异融焦油恐鸟"""
Nightwatch Flameblade,"""夜巡者烈焰刀客"""
Tusk Grattler,"""巨牙葛拉特勒"""
Alternative Helmets,"""可替换头盔"""
Tusk Predator,"""巨牙掠食者"""
Nightwatch Powerclaw,"""夜巡者猛力爪兵"""
Nightwatch Brunt Lancer,"""夜巡者盾枪兵"""
Nightwatch Hyekka Master,"""夜巡者鬣猫驯兽师"""
Bio Lab,"""生物实验室"""
Happy Zephyr,"""快乐的Zephyr"""
Dread Mirror,"""恐惧魔镜"""
Blood Altar,"""鲜血祭坛"""
Bloodletting,"""祭血仪式"""
Seeking Talons,"""穿心利爪"""
Vega Toroid,"""维加环型装置"""
Calda Toroid,"""告达环型装置"""
Sola Toroid,"""索拉环型装置"""
Pobber,"""泡博"""
Sunny Pobber,"""阳光泡博"""
Delicate Pobber,"""精巧泡博"""
Subterranean Pobber,"""地下泡博"""
Virmink,"""弗鸣克"""
White-Breasted Virmink,"""白胸弗鸣克"""
Dusky-Headed Virmink,"""灰首弗鸣克"""
Bolarola,"""波雷罗拉"""
Spotted Bolarola,"""斑点波雷多拉"""
Black-Banded Bolarola,"""黑条纹波雷多拉"""
Thorny Bolarola,"""尖角波雷多拉"""
Kubrodon,"""库狛顿"""
Brindle Kubrodon,"""斑纹库狛顿"""
Vallis Kubrodon,"""山谷库狛顿"""
Kubrodon Incarnadine,"""血红库狛顿"""
Eye-Eye,"""目-目"""
Scrubber,"""洗涤者"""
Echowinder,"""回声环绕者"""
Mirewinder,"""污泥环绕者"""
Longwinder,"""长型环绕者"""
Tink,"""修补机"""
Brickie,"""砖瓦匠"""
Kriller,"""磷虾杀手"""
Sapcaddy,"""液集者"""
Recaster,"""续播机"""
Tromyzon,"""多目鳗"""
Charamote,"""重筑虾"""
Synathid,"""海龙"""
Machete(Type),"""大砍刀"""
Travoride,"""铁镍矿"""
Travocyte Alloy,"""铁镍合金"""
Axidite,"""酸化矿物"""
Axidrol Alloy,"""酸化合金"""
Venerol,"""启明矿石"""
Venerdo Alloy,"""启明合金"""
Hesperon,"""长庚矿石"""
Hespazym Alloy,"""长庚合金"""
Phasmin,"""翡斯敏石"""
Smooth Phasmin,"""光滑翡斯敏石"""
Noctrul,"""夜石"""
Heart Noctrul,"""心形夜石"""
Goblite,"""填充细石"""
Goblite Tears,"""泪滴形填充细石"""
Amarast,"""紫苋石"""
Star Amarast,"""星形紫苋石"""
Zodian,"""黄道宝石"""
Radiant Zodian,"""发光的黄道宝石"""
Thyst,"""赤色水晶"""
Marquise Thyst,"""女侯爵赤色水晶"""
Catchmoon,"""捕月"""
Tombfinger,"""墓指"""
Rattleguts,"""响胆"""
Gaze,"""凝目"""
Ramble,"""漫游"""
Lovetap,"""爱击"""
Deepbreath,"""深息"""
Slap,"""掌击"""
Haymaker,"""重拳"""
Gibber,"""碎语"""
Bellows,"""风箱"""
Zip,"""速力"""
Bashrack,"""狂虐"""
Slapneedle,"""拍针"""
Sparkfire,"""花火"""
Swiftfire,"""颤火"""
Stitch,"""穿纫"""
Zipneedle,"""速针"""
Thunderdrum,"""雷鼓"""
Zipfire,"""速火"""
Splat,"""溅击"""
Killstream,"""连杀"""
Ramflare,"""猛光"""
Flutterfire,"""激火"""
Nagantaka,"""噬蛇弩"""
Solaris United,"""索拉里斯联盟"""
Orb Vallis,"""奥布山谷"""
Wyrmius,"""蛟龙巡航机"""
Miscellaneous,"""杂项"""
Kitgun,"""组合枪"""
Vox Solaris,"""索拉里斯之声"""
Oxylus,"""奥克绪罗斯"""
Scan Lifeforms,"""扫描生命体"""
Scan Matter,"""扫描物质"""
Ventkids,"""通风小子"""
Bad Baby,"""坏小孩"""
Coldfusor,"""冷聚堆"""
Beaky,"""鹰钩"""
Twin Kavats,"""双子库娃"""
Air Time,"""乘空时间"""
Trail Blazer,"""轨上燃焰"""
Mag Locks,"""磁吸固锁"""
Flat Belly,"""坦腹"""
Arc Twelve,"""十二弧"""
Wingnut,"""翼型螺母"""
Step Tens,"""十位步"""
Kinetic Friction,"""动能摩擦"""
Inertia Dampeners,"""惯性减震"""
Slay Board,"""斩杀悬浮板"""
Needlenose,"""针尖鼻"""
Hothead,"""暴脾气"""
Dink-A-Donk,"""叮叮咚咚"""
Fatboys,"""胖男孩"""
Sonic Boost,"""声波提升"""
Extreme Velocity,"""极限加速"""
Nitro Boost,"""氮气喷射"""
Thrash Landing,"""收尾痛击"""
Haztech Armor Bundle,"""危难技工护甲组合包"""
Smelter Armor Bundle,"""冶炼技工护甲组合包"""
Outrider Armor Bundle,"""侦查员护甲组合包"""
Vent Rate Armor Bundle,"""通风鼠护甲组合包"""
Operative,"""特工"""
Coildrive,"""线圈滚轮"""
Tranq Rifle,"""麻醉步枪"""
Echo-Lure,"""回声诱饵"""
Broad-Spectrum Bait,"""广谱鱼饵"""
Narrow-Spectrum Bait,"""窄谱鱼饵"""
Sunpoint Plasma Drill,"""阳点等离子钻头"""
Akvasto Prime,"""瓦斯托双枪Prime"""
Ocucor,"""视使之触"""
Battacor,"""武使之力"""
Kreska,"""直镐"""
Mask of the Revenant,"""Revenant的面具"""
Rotoblade,"""旋叶片"""
Exa Brain,"""艾脑"""
Anoscopic Sensor,"""微孔视觉感应器"""
